customer_id,age,age_group,gender,category,purchase_amount_(usd),location,season,review_rating,subscription_status,discount_applied,promo_code_used,previous_purchases,payment_method,frequency_of_purchases,frequency_score,dependency_score,dependency_segment,customer_value_score,value_tier,behavioral_loyalty_score,relationship_loyalty_score,loyalty_score,loyalty_segment,satisfaction_flag,rating_segment,high_promo_user
67,31,26-35,Male,Clothing,94,Pennsylvania,Winter,4.7,1,1,1,3,Venmo,Every 3 Months,,1.0,Highly Promo Dependent,0.48290816326530617,Low Value,,0.6230357142857144,0.6230357142857144,Champion,1,Highly Satisfied,1
68,45,36-45,Male,Outerwear,33,Connecticut,Winter,4.4,1,1,1,49,Debit Card,Monthly,6.0,1.0,Highly Promo Dependent,0.5710459183673469,Medium Value,0.7918367346938775,0.8072321428571428,0.8072321428571428,Champion,1,Satisfied,1
69,57,55+,Male,Accessories,46,Utah,Summer,3.9,1,1,1,21,Cash,Every 3 Months,,1.0,Highly Promo Dependent,0.3665816326530612,Low Value,,0.5816071428571428,0.5816071428571428,Champion,0,Satisfied,1
70,48,46-55,Male,Accessories,70,Tennessee,Summer,4.4,1,1,1,5,Cash,Weekly,10.0,1.0,Highly Promo Dependent,0.35331632653061223,Low Value,0.6326530612244898,0.5623214285714286,0.5623214285714286,Champion,1,Satisfied,1
71,22,18-25,Male,Accessories,29,Alabama,Fall,4.2,1,1,1,32,Debit Card,Every 3 Months,,1.0,Highly Promo Dependent,0.3725765306122449,Low Value,,0.6583035714285714,0.6583035714285714,Champion,1,Satisfied,1
72,36,36-45,Male,Clothing,48,Virginia,Summer,2.9,1,1,1,34,Bank Transfer,Annually,2.0,1.0,Highly Promo Dependent,0.5117346938775511,Medium Value,0.46938775510204084,0.5782142857142856,0.5782142857142856,Champion,0,Unsatisfied,1
73,18,18-25,Male,Clothing,26,Georgia,Winter,2.9,1,1,1,21,Bank Transfer,Every 3 Months,,1.0,Highly Promo Dependent,0.2415816326530612,Very Low Value,,0.44410714285714276,0.44410714285714276,Loyal,0,Unsatisfied,1
74,48,46-55,Male,Clothing,85,Hawaii,Spring,2.7,1,1,1,43,Bank Transfer,Bi-Weekly,,1.0,Highly Promo Dependent,0.8348214285714286,High Value,,0.691875,0.691875,Champion,0,Unsatisfied,1
75,49,46-55,Male,Accessories,58,Indiana,Spring,4.5,1,1,1,3,Cash,Monthly,6.0,1.0,Highly Promo Dependent,0.2579081632653062,Very Low Value,0.4163265306122449,0.5355357142857143,0.5355357142857143,Loyal,1,Highly Satisfied,1
76,64,55+,Male,Accessories,85,Utah,Summer,2.7,1,1,1,21,Credit Card,Annually,2.0,1.0,Highly Promo Dependent,0.6103316326530612,Medium Value,0.363265306122449,0.5347321428571428,0.5347321428571428,Loyal,0,Unsatisfied,1
77,50,46-55,Male,Accessories,43,Delaware,Summer,4.2,1,1,1,32,Venmo,Monthly,6.0,1.0,Highly Promo Dependent,0.46007653061224485,Low Value,0.653061224489796,0.6845535714285714,0.6845535714285714,Champion,1,Satisfied,1
78,22,18-25,Male,Clothing,53,Delaware,Summer,3.3,1,1,1,36,Debit Card,Fortnightly,8.0,1.0,Highly Promo Dependent,0.5633928571428571,Medium Value,0.7857142857142858,0.641875,0.641875,Champion,0,Satisfied,1
79,50,46-55,Male,Clothing,91,Nebraska,Spring,4.7,1,1,1,50,Venmo,Fortnightly,8.0,1.0,Highly Promo Dependent,0.94375,High Value,0.9000000000000001,0.953125,0.953125,Champion,1,Highly Satisfied,1
80,38,36-45,Male,Outerwear,96,Iowa,Winter,2.6,1,1,1,43,Bank Transfer,Every 3 Months,,1.0,Highly Promo Dependent,0.9035714285714287,High Value,,0.7025000000000001,0.7025000000000001,Champion,0,Unsatisfied,1
81,19,18-25,Male,Footwear,72,New York,Summer,3.8,1,1,1,24,Credit Card,Every 3 Months,,1.0,Highly Promo Dependent,0.5596938775510204,Medium Value,,0.6417857142857143,0.6417857142857143,Champion,0,Satisfied,1
82,67,55+,Male,Footwear,96,Virginia,Summer,2.6,1,1,1,36,Credit Card,Every 3 Months,,1.0,Highly Promo Dependent,0.8321428571428572,High Value,,0.6525000000000001,0.6525000000000001,Champion,0,Unsatisfied,1
83,19,18-25,Male,Clothing,28,Georgia,Spring,4.0,1,1,1,21,Credit Card,Every 3 Months,,1.0,Highly Promo Dependent,0.2540816326530612,Very Low Value,,0.5578571428571428,0.5578571428571428,Loyal,1,Satisfied,1
84,36,36-45,Male,Clothing,40,Texas,Summer,4.1,1,1,1,34,Bank Transfer,Weekly,10.0,1.0,Highly Promo Dependent,0.461734693877551,Low Value,0.8693877551020408,0.6832142857142857,0.6832142857142857,Champion,1,Satisfied,1
85,52,46-55,Male,Outerwear,32,Arizona,Spring,4.4,1,1,1,42,Bank Transfer,Every 3 Months,,1.0,Highly Promo Dependent,0.4933673469387755,Low Value,,0.7553571428571428,0.7553571428571428,Champion,1,Satisfied,1
86,53,46-55,Male,Accessories,95,New Mexico,Winter,4.5,1,1,1,2,Debit Card,Bi-Weekly,,1.0,Highly Promo Dependent,0.4789540816326531,Low Value,,0.5977678571428571,0.5977678571428571,Champion,1,Highly Satisfied,1
87,24,18-25,Male,Clothing,41,Nevada,Spring,3.7,1,1,1,47,Cash,Bi-Weekly,,1.0,Highly Promo Dependent,0.6006377551020408,Medium Value,,0.7379464285714287,0.7379464285714287,Champion,0,Satisfied,1
88,52,46-55,Male,Footwear,53,Ohio,Fall,3.7,1,1,1,44,Debit Card,Fortnightly,8.0,1.0,Highly Promo Dependent,0.6450255102040816,High Value,0.8510204081632653,0.7390178571428571,0.7390178571428571,Champion,0,Satisfied,1
89,33,26-35,Male,Clothing,47,Wyoming,Fall,3.5,1,1,1,35,Credit Card,Monthly,6.0,1.0,Highly Promo Dependent,0.515688775510204,Medium Value,0.6775510204081632,0.6434821428571428,0.6434821428571428,Champion,0,Satisfied,1
90,47,46-55,Male,Outerwear,83,California,Fall,3.6,1,1,1,15,Cash,Quarterly,4.0,1.0,Highly Promo Dependent,0.5366071428571428,Medium Value,0.41428571428571426,0.578125,0.578125,Champion,0,Satisfied,1
91,25,18-25,Male,Accessories,48,South Carolina,Summer,2.9,1,1,1,29,Credit Card,Monthly,6.0,1.0,Highly Promo Dependent,0.46071428571428574,Low Value,0.6285714285714286,0.5425,0.5425,Loyal,0,Unsatisfied,1
92,44,36-45,Male,Accessories,99,South Carolina,Winter,4.6,1,1,1,18,Credit Card,Every 3 Months,,1.0,Highly Promo Dependent,0.667219387755102,High Value,,0.7295535714285715,0.7295535714285715,Champion,1,Highly Satisfied,1
93,61,55+,Male,Outerwear,87,Texas,Winter,4.4,1,1,1,13,Venmo,Every 3 Months,,1.0,Highly Promo Dependent,0.5411989795918368,Medium Value,,0.6513392857142858,0.6513392857142858,Champion,1,Satisfied,1
94,37,36-45,Male,Clothing,62,Florida,Fall,4.5,1,1,1,46,Credit Card,Weekly,10.0,1.0,Highly Promo Dependent,0.7216836734693877,High Value,0.9673469387755103,0.8501785714285713,0.8501785714285713,Champion,1,Highly Satisfied,1
95,58,55+,Male,Clothing,76,Nevada,Spring,4.6,1,1,1,28,Credit Card,Weekly,10.0,1.0,Highly Promo Dependent,0.6255102040816327,Medium Value,0.8204081632653062,0.7578571428571428,0.7578571428571428,Champion,1,Highly Satisfied,1
96,37,36-45,Male,Footwear,100,Missouri,Fall,3.8,1,1,1,48,PayPal,Monthly,6.0,1.0,Highly Promo Dependent,0.9795918367346939,High Value,0.7836734693877552,0.8657142857142857,0.8657142857142857,Champion,0,Satisfied,1
97,32,26-35,Male,Accessories,73,Delaware,Spring,3.8,1,1,1,43,Venmo,Every 3 Months,,1.0,Highly Promo Dependent,0.7598214285714286,High Value,,0.779375,0.779375,Champion,0,Satisfied,1
98,21,18-25,Male,Footwear,92,Virginia,Winter,4.8,1,1,1,37,Cash,Annually,2.0,1.0,Highly Promo Dependent,0.8173469387755102,High Value,0.49387755102040815,0.8721428571428571,0.8721428571428571,Champion,1,Highly Satisfied,1
99,20,18-25,Male,Clothing,67,New York,Spring,2.6,1,1,1,20,Bank Transfer,Annually,2.0,1.0,Highly Promo Dependent,0.4876275510204081,Low Value,0.3551020408163265,0.4838392857142857,0.4838392857142857,Loyal,0,Unsatisfied,1
100,26,26-35,Male,Clothing,40,Missouri,Summer,3.7,1,1,1,33,Debit Card,Quarterly,4.0,1.0,Highly Promo Dependent,0.45153061224489793,Low Value,0.5612244897959184,0.6360714285714285,0.6360714285714285,Champion,0,Satisfied,1
101,62,55+,Male,Accessories,98,South Dakota,Fall,2.7,1,1,1,31,Cash,Fortnightly,8.0,1.0,Highly Promo Dependent,0.7936224489795918,High Value,0.7448979591836735,0.6305357142857143,0.6305357142857143,Champion,0,Unsatisfied,1
102,27,26-35,Male,Outerwear,85,North Dakota,Spring,4.6,1,1,1,50,Credit Card,Bi-Weekly,,1.0,Highly Promo Dependent,0.90625,High Value,,0.9318749999999999,0.9318749999999999,Champion,1,Highly Satisfied,1
103,51,46-55,Male,Clothing,67,Oklahoma,Winter,4.8,1,1,1,35,Credit Card,Quarterly,4.0,1.0,Highly Promo Dependent,0.640688775510204,Medium Value,0.5775510204081633,0.8109821428571428,0.8109821428571428,Champion,1,Highly Satisfied,1
104,54,46-55,Male,Footwear,89,West Virginia,Winter,4.0,1,1,1,22,Venmo,Bi-Weekly,,1.0,Highly Promo Dependent,0.6455357142857143,High Value,,0.6793750000000001,0.6793750000000001,Champion,1,Satisfied,1
105,55,46-55,Male,Accessories,24,New Hampshire,Spring,4.4,1,1,1,1,PayPal,Monthly,6.0,1.0,Highly Promo Dependent,0.025000000000000022,Very Low Value,0.4,0.44750000000000006,0.44750000000000006,Loyal,1,Satisfied,1
106,69,55+,Male,Accessories,96,New York,Fall,3.6,1,1,1,4,Bank Transfer,Annually,2.0,1.0,Highly Promo Dependent,0.5056122448979593,Medium Value,0.22448979591836737,0.5239285714285715,0.5239285714285715,Loyal,0,Satisfied,1
107,64,55+,Male,Outerwear,35,Minnesota,Summer,3.7,1,1,1,31,Credit Card,Monthly,6.0,1.0,Highly Promo Dependent,0.3998724489795918,Low Value,0.6448979591836734,0.6124107142857143,0.6124107142857143,Champion,0,Satisfied,1
108,28,26-35,Male,Footwear,67,Maryland,Winter,3.1,1,1,1,46,PayPal,Fortnightly,8.0,1.0,Highly Promo Dependent,0.7529336734693877,High Value,0.8673469387755102,0.7195535714285715,0.7195535714285715,Champion,0,Satisfied,1
109,70,55+,Male,Clothing,79,Montana,Spring,3.4,1,1,1,32,Bank Transfer,Bi-Weekly,,1.0,Highly Promo Dependent,0.6850765306122448,High Value,,0.6720535714285714,0.6720535714285714,Champion,0,Satisfied,1
110,58,55+,Male,Clothing,85,Alabama,Spring,2.6,1,1,1,43,Bank Transfer,Fortnightly,8.0,1.0,Highly Promo Dependent,0.8348214285714286,High Value,0.842857142857143,0.681875,0.681875,Champion,0,Unsatisfied,1
111,56,55+,Male,Accessories,26,New York,Summer,4.0,1,1,1,26,Venmo,Fortnightly,8.0,1.0,Highly Promo Dependent,0.29260204081632646,Very Low Value,0.7040816326530612,0.5898214285714285,0.5898214285714285,Champion,1,Satisfied,1
